buildYear,contractTerm,contractType,dealDay,dealMonth,dealYear,deposit,houseType,monthlyRent,preDeposit,preMonthlyRent,sggCd,totalFloorAr,umdNm,useRRRight,lawd_cd,deal_ym,sggNm
2022,24.08~26.08,신규,17,7,2024,"11,000",단독,0,,,41111,20,천천동,,41111,202407,
1983,24.07~25.07,신규,16,7,2024,"10,000",단독,0,,,41111,65.61,영화동,,41111,202407,
2000,24.07~25.07,신규,2,7,2024,500,다가구,40,,,41111,25,율전동,,41111,202407,
,24.07~26.07,신규,10,7,2024,300,다가구,40,,,41111,25,천천동,,41111,202407,
2003,24.07~25.10,갱신,5,7,2024,300,다가구,30,300,30,41111,30,영화동,,41111,202407,
1984,24.09~26.09,신규,15,7,2024,"5,000",단독,55,,,41111,81.99,정자동,,41111,202407,
2004,24.07~25.07,신규,9,7,2024,500,다가구,38,,,41111,244,천천동,,41111,202407,
2022,24.08~26.08,신규,1,7,2024,"11,000",단독,0,,,41111,20,천천동,,41111,202407,
1997,24.07~26.07,갱신,9,7,2024,"15,000",다가구,0,"15,000",,41111,59,율전동,사용,41111,202407,
1996,24.07~26.07,신규,10,7,2024,500,단독,45,,,41111,39,파장동,,41111,202407,
1982,24.07~25.07,신규,15,7,2024,"25,000",단독,0,,,41111,84.83,영화동,,41111,202407,
2004,24.07~25.07,신규,15,7,2024,200,다가구,30,,,41111,17,파장동,,41111,202407,
1980,24.07~26.07,신규,12,7,2024,200,단독,20,,,41111,19.8,연무동,,41111,202407,
1992,24.08~25.08,신규,12,7,2024,"3,000",다가구,35,,,41111,38.22,영화동,,41111,202407,
1993,24.07~25.07,신규,10,7,2024,300,단독,42,,,41111,33.24,연무동,,41111,202407,
1988,24.07~26.07,신규,12,7,2024,"7,000",단독,0,,,41111,44.85,조원동,,41111,202407,
1989,24.07~26.07,신규,7,7,2024,500,다가구,45,,,41111,33,송죽동,,41111,202407,
2018,24.07~25.07,갱신,11,7,2024,500,다가구,60,"14,000",,41111,51,파장동,사용,41111,202407,
2001,24.09~26.09,신규,12,7,2024,"20,000",다가구,0,,,41111,45,천천동,,41111,202407,
1995,24.07~25.07,신규,3,7,2024,300,다가구,45,,,41111,40.04,연무동,,41111,202407,
2006,24.08~26.08,신규,11,7,2024,"10,000",단독,0,,,41111,47.2,연무동,,41111,202407,
1995,24.07~25.01,신규,10,7,2024,500,단독,50,,,41111,35,천천동,,41111,202407,
2004,24.07~26.07,신규,8,7,2024,"3,800",단독,0,,,41111,26,영화동,,41111,202407,
1988,24.07~26.07,신규,8,7,2024,"1,500",단독,0,,,41111,20,파장동,,41111,202407,
1994,24.07~26.07,신규,1,7,2024,300,다가구,30,,,41111,33,파장동,,41111,202407,
1996,24.07~26.07,신규,9,7,2024,700,단독,45,,,41111,40,율전동,,41111,202407,
2004,24.07~26.07,신규,4,7,2024,500,다가구,35,,,41111,25,영화동,,41111,202407,
2007,24.08~26.08,신규,10,7,2024,"4,500",다가구,50,,,41111,69,영화동,,41111,202407,
,24.07~26.07,갱신,10,7,2024,"21,000",다가구,0,"18,000",,41111,111.36,연무동,,41111,202407,
1982,24.08~26.08,신규,9,7,2024,"7,600",단독,5,,,41111,83.64,정자동,,41111,202407,
2012,24.07~26.07,갱신,8,7,2024,500,다가구,37,500,32,41111,30,파장동,,41111,202407,
2002,24.08~26.08,신규,6,7,2024,"7,700",다가구,0,,,41111,33.66,연무동,,41111,202407,
2024,24.08~26.02,신규,9,7,2024,"8,000",단독,36,,,41111,35,천천동,,41111,202407,
2003,24.08~26.08,신규,5,7,2024,"9,000",단독,0,,,41111,41.62,조원동,,41111,202407,
1991,24.07~26.07,신규,5,7,2024,"5,000",단독,0,,,41111,45,파장동,,41111,202407,
1997,24.07~26.07,신규,2,7,2024,500,다가구,50,,,41111,50,영화동,,41111,202407,
1989,24.09~26.09,신규,1,7,2024,"8,000",단독,0,,,41111,45,정자동,,41111,202407,
1983,24.08~26.08,신규,2,7,2024,"15,000",단독,0,,,41111,65.73,영화동,,41111,202407,
2011,24.07~26.07,갱신,4,7,2024,"9,000",다가구,15,"9,000",10,41111,40,영화동,,41111,202407,
2003,24.07~25.07,신규,3,7,2024,300,다가구,30,,,41111,23,조원동,,41111,202407,
1997,24.08~26.08,신규,1,7,2024,"7,200",단독,5,,,41111,34.56,파장동,,41111,202407,
1976,24.07~26.06,신규,1,7,2024,200,단독,35,,,41111,92.78,영화동,,41111,202407,
1993,24.07~26.07,신규,1,7,2024,500,다가구,45,,,41111,37.9,송죽동,,41111,202407,
2002,24.07~26.07,신규,1,7,2024,"7,000",다가구,22,,,41111,50,정자동,,41111,202407,
2012,,,5,8,2024,"5,000",단독,0,,,41111,16,천천동,,41111,202408,
,,,26,8,2024,500,다가구,39,,,41111,16.5,율전동,,41111,202408,
,,,10,8,2024,500,다가구,49,,,41111,28.99,율전동,,41111,202408,
,,,1,8,2024,500,다가구,35,,,41111,20,율전동,,41111,202408,
,,,16,8,2024,500,단독,30,,,41111,25,천천동,,41111,202408,
,,,25,8,2024,"5,000",단독,0,,,41111,19,율전동,,41111,202408,
,,,22,8,2024,"17,000",다가구,0,,,41111,44.85,송죽동,,41111,202408,
,,,15,8,2024,100,다가구,70,,,41111,28,율전동,,41111,202408,
1999,,,21,8,2024,"1,000",단독,55,,,41111,40,율전동,,41111,202408,
,,,31,8,2024,"3,000",다가구,45,,,41111,18,율전동,,41111,202408,
,,,28,8,2024,"4,000",단독,0,,,41111,37,율전동,,41111,202408,
2024,,,7,8,2024,"3,000",다가구,41,,,41111,15,천천동,,41111,202408,
2015,,,25,8,2024,"3,000",다가구,70,,,41111,50,이목동,,41111,202408,
,,,28,8,2024,"18,000",다가구,0,,,41111,69.79,파장동,,41111,202408,
,,,10,8,2024,500,단독,40,,,41111,12,율전동,,41111,202408,
2001,,,11,8,2024,300,단독,30,,,41111,26.44,율전동,,41111,202408,
1991,,,19,8,2024,"6,500",단독,0,,,41111,46,파장동,,41111,202408,
2010,,,17,8,2024,"15,000",단독,0,,,41111,52,파장동,,41111,202408,
,,,19,8,2024,"12,500",단독,0,,,41111,23.1,천천동,,41111,202408,
,,,15,8,2024,300,다가구,24,,,41111,18.48,조원동,,41111,202408,
2002,,,7,8,2024,"2,000",다가구,60,,,41111,50,천천동,,41111,202408,
,,,10,8,2024,"3,000",다가구,41,,,41111,20,천천동,,41111,202408,
,,,10,8,2024,"5,500",다가구,0,,,41111,27,정자동,,41111,202408,
2016,,,2,8,2024,500,다가구,40,,,41111,20,파장동,,41111,202408,
,,,10,8,2024,"1,000",단독,57,,,41111,28,율전동,,41111,202408,
2024,24.08~25.08,신규,31,8,2024,"3,000",다가구,41,,,41111,20,천천동,,41111,202408,
2015,24.08~25.08,신규,28,8,2024,"1,000",단독,38,,,41111,16.5,율전동,,41111,202408,
2000,24.09~26.09,신규,19,8,2024,"1,000",다가구,60,,,41111,49,천천동,,41111,202408,
,24.08~26.08,신규,6,8,2024,100,다가구,30,,,41111,26.4,영화동,,41111,202408,
,24.09~26.09,신규,30,8,2024,100,다가구,20,,,41111,18,조원동,,41111,202408,
1986,24.08~26.08,신규,5,8,2024,"6,000",다가구,0,,,41111,49,영화동,,41111,202408,
2022,24.08~25.08,신규,11,8,2024,500,단독,50,,,41111,20,율전동,,41111,202408,
1971,24.09~26.09,신규,28,8,2024,500,단독,45,,,41111,40,조원동,,41111,202408,
1999,24.08~26.08,갱신,10,8,2024,100,다가구,25,100,25,41111,16.5,영화동,,41111,202408,
2008,25.06~27.06,신규,6,8,2024,"1,000",다가구,62,,,41111,49.92,영화동,,41111,202408,
2002,24.08~25.07,갱신,12,8,2024,0,다가구,26,100,20,41111,23,조원동,,41111,202408,
2001,24.08~25.08,신규,8,8,2024,200,다가구,30,,,41111,23,천천동,,41111,202408,
,24.08~26.08,갱신,14,8,2024,500,단독,35,500,35,41111,27.665,송죽동,,41111,202408,
2003,24.09~26.09,신규,24,8,2024,"1,000",다가구,55,,,41111,45,천천동,,41111,202408,
1989,24.09~26.09,신규,30,8,2024,200,단독,30,,,41111,40,송죽동,,41111,202408,
2003,24.08~25.02,신규,26,8,2024,300,다가구,32,,,41111,26,파장동,,41111,202408,
2019,24.09~25.08,신규,17,8,2024,"4,000",단독,15,,,41111,18,연무동,,41111,202408,
1985,24.08~26.08,신규,6,8,2024,"1,000",다가구,45,,,41111,177.66,정자동,,41111,202408,
,24.09~26.09,신규,8,8,2024,500,다가구,54,,,41111,42,조원동,,41111,202408,
2020,24.08~25.08,신규,24,8,2024,"1,000",다가구,40,,,41111,14,율전동,,41111,202408,
2011,24.08~25.08,신규,2,8,2024,500,다가구,45,,,41111,20,율전동,,41111,202408,
2006,24.08~26.08,신규,21,8,2024,300,단독,30,,,41111,33,영화동,,41111,202408,
2012,24.08~25.08,신규,25,8,2024,"2,000",다가구,37,,,41111,23.5,율전동,,41111,202408,
2011,24.08~26.08,신규,9,8,2024,"1,000",다가구,55,,,41111,39,영화동,,41111,202408,
,24.08~26.08,신규,19,8,2024,350,다가구,35,,,41111,30,조원동,,41111,202408,
1996,24.08~26.08,신규,9,8,2024,500,다가구,30,,,41111,33,연무동,,41111,202408,
2010,24.08~26.08,신규,3,8,2024,"1,000",다가구,50,,,41111,27,송죽동,,41111,202408,
2002,24.10~25.10,신규,28,8,2024,500,다가구,40,,,41111,25,천천동,,41111,202408,
2002,24.10~25.10,신규,28,8,2024,500,다가구,40,,,41111,25,천천동,,41111,202408,
1993,24.08~26.08,신규,8,8,2024,300,다가구,40,,,41111,88.83,영화동,,41111,202408,
2008,24.10~26.10,신규,19,8,2024,"13,500",다가구,0,,,41111,45,영화동,,41111,202408,
2020,24.10~26.10,신규,31,8,2024,"1,000",다가구,85,,,41111,62.9,파장동,,41111,202408,
2016,24.10~26.10,신규,30,8,2024,"14,000",다가구,0,,,41111,54.752,파장동,,41111,202408,
1991,24.10~26.10,신규,28,8,2024,"10,000",다가구,0,,,41111,67.65,송죽동,,41111,202408,
1990,24.09~26.09,신규,30,8,2024,"1,000",단독,60,,,41111,76,송죽동,,41111,202408,
1998,24.10~26.10,신규,28,8,2024,"7,000",다가구,0,,,41111,48.12,정자동,,41111,202408,
2015,24.09~26.09,신규,24,8,2024,"1,000",다가구,60,,,41111,40,영화동,,41111,202408,
1994,24.10~26.10,신규,14,8,2024,"4,500",단독,40,,,41111,66,송죽동,,41111,202408,
1996,24.09~26.09,신규,20,8,2024,"1,000",단독,40,,,41111,40,연무동,,41111,202408,
1987,24.10~26.10,신규,28,8,2024,"7,000",단독,0,,,41111,50.382,조원동,,41111,202408,
2004,24.10~26.10,신규,12,8,2024,"11,000",다가구,0,,,41111,70,조원동,,41111,202408,
2020,24.08~25.08,신규,29,8,2024,"1,000",단독,50,,,41111,19.9,천천동,,41111,202408,
2002,24.11~26.11,신규,20,8,2024,"9,000",다가구,0,,,41111,40,천천동,,41111,202408,
2001,24.09~26.09,신규,28,8,2024,"3,000",단독,60,,,41111,84.96,영화동,,41111,202408,
1982,24.09~26.09,신규,30,8,2024,"1,000",단독,60,,,41111,64.2,정자동,,41111,202408,
,24.10~26.09,신규,27,8,2024,"15,000",다가구,0,,,41111,46.18,조원동,,41111,202408,
2002,24.09~26.09,신규,29,8,2024,500,다가구,35,,,41111,28,영화동,,41111,202408,
1997,24.10~26.10,신규,12,8,2024,"8,000",다가구,0,,,41111,55.26,영화동,,41111,202408,
2002,24.09~25.02,신규,10,8,2024,500,다가구,58,,,41111,51.26,율전동,,41111,202408,
2003,24.10~26.10,신규,30,8,2024,"5,000",다가구,0,,,41111,48.985,조원동,,41111,202408,
,24.09~26.09,신규,19,8,2024,"14,000",단독,0,,,41111,50,정자동,,41111,202408,
,24.09~26.09,신규,24,8,2024,"5,000",다가구,31,,,41111,15,천천동,,41111,202408,
2018,24.09~26.09,신규,22,8,2024,"6,000",다가구,43,,,41111,45,파장동,,41111,202408,
,24.08~26.08,신규,7,8,2024,500,다가구,33,,,41111,16.58,영화동,,41111,202408,
1989,24.09~26.09,신규,11,8,2024,"4,800",단독,5,,,41111,34,영화동,,41111,202408,
2001,24.09~25.09,신규,16,8,2024,300,다가구,30,,,41111,19.8,송죽동,,41111,202408,
1989,24.09~26.09,신규,27,8,2024,"1,000",다가구,40,,,41111,43.5,파장동,,41111,202408,
1991,24.09~26.09,신규,22,8,2024,"7,000",단독,0,,,41111,52.64,정자동,,41111,202408,
1994,24.08~26.08,신규,24,8,2024,500,단독,45,,,41111,40,영화동,,41111,202408,
1994,24.09~26.09,신규,31,8,2024,"6,000",단독,0,,,41111,42.9,조원동,,41111,202408,
1994,24.10~26.10,신규,22,8,2024,"11,000",다가구,0,,,41111,76.95,율전동,,41111,202408,
,24.09~26.09,신규,24,8,2024,500,다가구,40,,,41111,33,파장동,,41111,202408,
2016,24.09~26.09,신규,26,8,2024,"1,000",다가구,42,,,41111,22,영화동,,41111,202408,
2009,24.08~26.08,신규,28,8,2024,500,다가구,35,,,41111,22.74,파장동,,41111,202408,
2004,24.08~25.01,갱신,24,8,2024,500,다가구,41,500,41,41111,23,율전동,,41111,202408,
1977,24.09~26.09,신규,24,8,2024,"1,000",단독,50,,,41111,55,영화동,,41111,202408,
1989,24.09~26.09,신규,20,8,2024,"5,500",다가구,0,,,41111,40,파장동,,41111,202408,
2012,24.09~25.09,신규,25,8,2024,"1,000",다가구,57,,,41111,46.92,송죽동,,41111,202408,
2003,24.09~26.09,신규,24,8,2024,400,다가구,40,,,41111,26.8,조원동,,41111,202408,
,24.09~26.09,신규,15,8,2024,"13,000",단독,0,,,41111,140.72,정자동,,41111,202408,
1996,24.09~26.09,신규,29,8,2024,"3,200",다가구,0,,,41111,25,정자동,,41111,202408,
1993,24.08~26.08,신규,26,8,2024,"5,800",단독,10,,,41111,40,영화동,,41111,202408,
2011,24.09~26.09,신규,27,8,2024,"8,500",다가구,0,,,41111,52.645,파장동,,41111,202408,
2001,24.09~25.09,신규,16,8,2024,500,다가구,39,,,41111,24,율전동,,41111,202408,
1999,24.09~26.09,신규,20,8,2024,"13,000",단독,0,,,41111,111.05,파장동,,41111,202408,
2010,24.09~26.09,신규,7,8,2024,300,다가구,40,,,41111,195.85,파장동,,41111,202408,
2013,24.09~26.09,신규,9,8,2024,"3,000",다가구,100,,,41111,106.67,송죽동,,41111,202408,
1995,24.08~26.08,신규,13,8,2024,500,다가구,35,,,41111,40,조원동,,41111,202408,
2003,24.08~25.08,신규,20,8,2024,500,다가구,35,,,41111,23,천천동,,41111,202408,
2003,24.09~26.09,신규,26,8,2024,"6,000",다가구,0,,,41111,40,연무동,,41111,202408,
2003,24.08~25.08,신규,1,8,2024,300,다가구,30,,,41111,20,파장동,,41111,202408,
1994,24.08~26.08,신규,31,8,2024,500,단독,50,,,41111,55.11,연무동,,41111,202408,
2024,24.08~25.08,신규,26,8,2024,"2,000",다가구,51,,,41111,20,천천동,,41111,202408,
2011,24.09~26.09,신규,23,8,2024,"1,000",다가구,50,,,41111,47.85,영화동,,41111,202408,
1997,24.09~26.09,신규,27,8,2024,"2,000",다가구,75,,,41111,85,율전동,,41111,202408,
2011,24.09~26.09,신규,20,8,2024,"1,000",다가구,50,,,41111,46,정자동,,41111,202408,
2003,24.08~26.08,신규,19,8,2024,400,다가구,30,,,41111,40,영화동,,41111,202408,
1987,24.10~26.10,신규,26,8,2024,"3,000",단독,40,,,41111,62.22,조원동,,41111,202408,
1982,24.09~26.09,신규,21,8,2024,"4,000",단독,0,,,41111,32,정자동,,41111,202408,
2003,24.08~26.08,신규,26,8,2024,"1,500",다가구,35,,,41111,19.83,영화동,,41111,202408,
2016,24.09~26.09,신규,20,8,2024,"2,000",다가구,80,,,41111,56,정자동,,41111,202408,
2000,24.09~26.08,신규,28,8,2024,"1,000",다가구,60,,,41111,42.9,영화동,,41111,202408,
2024,24.08~26.08,신규,13,8,2024,"9,000",단독,85,,,41111,77.94,영화동,,41111,202408,
1996,24.10~26.10,신규,15,8,2024,500,다가구,40,,,41111,46.74,정자동,,41111,202408,
2002,24.09~25.09,신규,28,8,2024,500,다가구,45,,,41111,20,천천동,,41111,202408,
2019,24.09~26.09,신규,8,8,2024,"16,000",다가구,0,,,41111,75.98,파장동,,41111,202408,
1996,24.09~26.09,신규,7,8,2024,300,다가구,36,,,41111,38,영화동,,41111,202408,
,24.09~27.09,갱신,18,8,2024,"9,500",다가구,0,"9,500",,41111,57,정자동,,41111,202408,
1994,24.08~25.04,신규,23,8,2024,500,다가구,48,,,41111,40,영화동,,41111,202408,
2010,24.09~26.09,신규,27,8,2024,"15,000",단독,0,,,41111,83.5,영화동,,41111,202408,
1997,24.08~26.08,신규,6,8,2024,500,단독,40,,,41111,35,영화동,,41111,202408,
2003,24.09~26.09,신규,12,8,2024,500,다가구,50,,,41111,40,정자동,,41111,202408,
2003,24.09~25.09,신규,19,8,2024,500,다가구,35,,,41111,25,천천동,,41111,202408,
2003,24.08~25.08,신규,29,8,2024,"1,000",다가구,42,,,41111,33,천천동,,41111,202408,
,24.08~25.08,신규,15,8,2024,"1,000",단독,50,,,41111,19.8,천천동,,41111,202408,
1996,24.08~26.08,신규,8,8,2024,500,다가구,25,,,41111,45,정자동,,41111,202408,
1996,24.08~26.08,신규,20,8,2024,"1,000",단독,50,,,41111,54,영화동,,41111,202408,
2002,24.09~26.08,신규,31,8,2024,500,단독,29,,,41111,22,파장동,,41111,202408,
2011,24.08~26.08,신규,9,8,2024,"1,500",단독,53,,,41111,39.58,영화동,,41111,202408,
2022,24.09~26.09,신규,28,8,2024,"10,000",다가구,10,,,41111,20.17,율전동,,41111,202408,
1999,24.08~25.08,신규,21,8,2024,"1,000",단독,55,,,41111,40,율전동,,41111,202408,
2010,24.08~25.08,신규,7,8,2024,500,다가구,45,,,41111,23.1,율전동,,41111,202408,
2011,24.09~25.01,신규,20,8,2024,500,단독,30,,,41111,25,율전동,,41111,202408,
2002,24.08~26.08,신규,17,8,2024,300,단독,35,,,41111,25,영화동,,41111,202408,
2022,24.08~25.08,신규,6,8,2024,"2,000",다가구,50,,,41111,21,율전동,,41111,202408,
1993,24.09~26.09,신규,20,8,2024,"1,000",다가구,40,,,41111,39,정자동,,41111,202408,
1989,24.09~25.08,신규,30,8,2024,500,단독,50,,,41111,99.59,연무동,,41111,202408,
2002,24.09~26.09,신규,20,8,2024,"7,000",단독,0,,,41111,46.84,연무동,,41111,202408,
,24.09~26.09,신규,30,8,2024,"8,000",다가구,0,,,41111,49,영화동,,41111,202408,
,24.08~25.08,신규,31,8,2024,"3,000",다가구,41,,,41111,20,천천동,,41111,202408,
1997,24.08~26.08,신규,29,8,2024,500,단독,45,,,41111,42,연무동,,41111,202408,
2013,24.09~25.08,신규,9,8,2024,500,다가구,40,,,41111,16.53,율전동,,41111,202408,
2002,24.08~26.08,신규,21,8,2024,"1,000",단독,43,,,41111,39.6,율전동,,41111,202408,
2015,24.09~24.12,신규,25,8,2024,"3,000",다가구,70,,,41111,50,이목동,,41111,202408,
1985,24.09~26.09,신규,20,8,2024,"13,000",단독,0,,,41111,70.18,송죽동,,41111,202408,
,24.10~26.10,신규,30,8,2024,"11,000",단독,0,,,41111,39.052,영화동,,41111,202408,
2014,24.09~26.09,신규,30,8,2024,"12,500",다가구,0,,,41111,46.25,정자동,,41111,202408,
1974,24.09~26.08,신규,12,8,2024,500,다가구,33,,,41111,26.4,영화동,,41111,202408,
,24.08~26.08,신규,26,8,2024,500,다가구,38,,,41111,50,송죽동,,41111,202408,
1995,24.08~26.08,신규,31,8,2024,"8,500",다가구,0,,,41111,43,영화동,,41111,202408,
1997,24.08~26.08,신규,31,8,2024,500,단독,60,,,41111,46.2,율전동,,41111,202408,
,24.08~26.08,신규,9,8,2024,"1,000",다가구,25,,,41111,23,정자동,,41111,202408,
2023,24.09~25.09,신규,11,8,2024,"2,000",단독,57,,,41111,29,율전동,,41111,202408,
2003,24.09~26.08,신규,27,8,2024,"1,000",다가구,50,,,41111,40,천천동,,41111,202408,
2012,24.10~26.10,신규,30,8,2024,"10,000",다가구,50,,,41111,85.52,영화동,,41111,202408,
2003,24.09~25.08,신규,30,8,2024,500,다가구,36,,,41111,25,천천동,,41111,202408,
1977,24.08~26.08,신규,14,8,2024,"3,000",단독,50,,,41111,81.65,송죽동,,41111,202408,
1979,24.11~26.11,신규,24,8,2024,"19,000",다가구,0,,,41111,40,율전동,,41111,202408,
1997,24.08~26.08,신규,16,8,2024,500,다가구,40,,,41111,24,송죽동,,41111,202408,
2010,24.08~26.08,신규,6,8,2024,500,다가구,30,,,41111,20,정자동,,41111,202408,
2003,24.08~26.08,신규,24,8,2024,"8,000",다가구,0,,,41111,23,천천동,,41111,202408,
,24.10~26.10,신규,28,8,2024,"12,000",다가구,0,,,41111,64.46,파장동,,41111,202408,
2009,24.09~25.08,신규,23,8,2024,"2,000",다가구,15,,,41111,25,정자동,,41111,202408,
2011,24.08~25.08,신규,7,8,2024,"1,000",다가구,70,,,41111,35,천천동,,41111,202408,
2010,24.10~26.10,신규,30,8,2024,"7,000",다가구,0,,,41111,34.43,영화동,,41111,202408,
2020,24.09~25.09,신규,30,8,2024,"4,000",다가구,60,,,41111,36.1,율전동,,41111,202408,
1999,24.08~26.08,신규,27,8,2024,"1,000",단독,55,,,41111,54.45,영화동,,41111,202408,
2016,24.08~25.08,신규,29,8,2024,"17,000",다가구,0,,,41111,92.04,송죽동,,41111,202408,
1994,24.09~26.09,신규,28,8,2024,"12,000",단독,0,,,41111,45.32,영화동,,41111,202408,
2009,24.09~26.09,신규,29,8,2024,"5,000",다가구,35,,,41111,56.62,정자동,,41111,202408,
2024,24.09~26.08,신규,21,8,2024,"6,000",다가구,26,,,41111,20,천천동,,41111,202408,
2015,24.09~26.09,신규,24,8,2024,"2,500",다가구,50,,,41111,44,조원동,,41111,202408,
1982,24.08~26.08,신규,23,8,2024,"9,500",단독,0,,,41111,49.88,연무동,,41111,202408,
1985,24.08~25.08,신규,17,8,2024,200,다가구,35,,,41111,23,연무동,,41111,202408,
2003,24.08~25.08,신규,28,8,2024,300,다가구,46,,,41111,33,율전동,,41111,202408,
2011,24.08~26.08,신규,5,8,2024,500,다가구,40,,,41111,15,정자동,,41111,202408,
2015,24.08~27.02,신규,29,8,2024,"6,000",다가구,50,,,41111,47.76,영화동,,41111,202408,
2004,24.08~25.08,신규,28,8,2024,300,다가구,27,,,41111,19,율전동,,41111,202408,
2007,24.09~26.09,신규,9,8,2024,"3,000",다가구,80,,,41111,119.23,영화동,,41111,202408,
,24.09~26.09,신규,20,8,2024,"7,000",다가구,0,,,41111,34.43,영화동,,41111,202408,
2024,24.08~25.08,신규,24,8,2024,"5,000",다가구,36,,,41111,21.4,율전동,,41111,202408,
1985,24.08~26.08,신규,7,8,2024,"1,000",단독,45,,,41111,50,송죽동,,41111,202408,
,24.08~25.08,신규,24,8,2024,500,단독,45,,,41111,15.04,연무동,,41111,202408,
2010,24.08~24.12,신규,20,8,2024,300,다가구,35,,,41111,13,율전동,,41111,202408,
2022,24.09~26.09,신규,22,8,2024,"10,000",다가구,0,,,41111,22.72,조원동,,41111,202408,
